name,address,rating,total_ratings,place_id,latitude,longitude
Meister Berliner kebap - ivry sur Seine,"86 Bd Paul Vaillant Couturier, 94200 Ivry-sur-Seine, France",4.8,190,ChIJxwJ9Jk9z5kcRJEuZysOL8yo,48.81666449999999,2.3993918
Mesken - Paris Börekçisi,"15 Rue de l'Échiquier, 75010 Paris, France",4.5,150,ChIJ33au_xNu5kcRg3zBt7fkVFg,48.87118299999999,2.3518702
Monsieur Kebab,"32 Rue Cave, 75018 Paris, France",4.7,280,ChIJNwZ2AzNv5kcRLQj5VpYZuEc,48.8867933,2.3537985
Mopa Döner,"3 Rue Pierre Fontaine, 75009 Paris, France",5.0,155,ChIJBf3w9hZv5kcRoQWPpk5Xb5w,48.8808794,2.3346305
Munich Kebab,"71 Rue du Faubourg Saint-Denis, 75010 Paris, France",4.5,554,ChIJr_qJed5v5kcR1PPwdl6vdsY,48.87276620000001,2.3541959
Mutfak,"9 Rue Rondelet, 75012 Paris, France",4.9,109,ChIJy2M_e79z5kcR29NsigXs7MI,48.8468007,2.3851121
MÉLODIE,"22 Rue d'Amsterdam, 75008 Paris, France",3.9,1148,ChIJLWqOXkpu5kcRQqstheMJ4Uk,48.8768016,2.3271123
Méga kebab,"94 Rue de Belleville, 75020 Paris, France",3.2,47,ChIJI_OCaqht5kcRdSFqlmPAjJM,48.8737686,2.3852338
Mélodie,"6 Rue du Faubourg Saint-Denis, 75010 Paris, France",4.6,95,ChIJowjbFDhv5kcR03J3Np9lrB0,48.8700617,2.3529108
NEFIS,"67 Rue Nationale, 75013 Paris, France",4.5,753,ChIJqx7cZWZz5kcRwWp4by_CTtE,48.8264501,2.3666269
Naan Stop,"108 Av. Albert Petit, 92220 Bagneux, France",4.4,1052,ChIJEcUf4SFx5kcRL7zuoKLPEWM,48.79606099999999,2.3214509
Naan Stop 17 eme,"78 Av. de Clichy, 75017 Paris, France",4.8,1548,ChIJLc4cNa1v5kcRnZ1_84wt3IY,48.8882667,2.3244614
Naan Stop Charenton,"260 Rue de Charenton, 75012 Paris, France",4.5,1426,ChIJRxnQVWpy5kcRVbrWACRco6c,48.8373875,2.3909409
Naan style (by Stella),"90 Rue des Entrepreneurs, 75015 Paris, France",3.7,545,ChIJ10dRIxFw5kcRKZmAPWxT-oo,48.844076,2.291719
Nabab Kebab,"72 Rue Rambuteau, 75001 Paris, France",3.4,1464,ChIJQQCeQxlu5kcRYyJkggNRXt4,48.8621474,2.3497692
Nabab Kebab (Montreuil),"288 Rue de Paris, 93100 Montreuil, France",3.2,177,ChIJfVJMDa1z5kcRzRvMJA_lLUw,48.8547167,2.4160246
Nawab Kebab,"252 Rue du Faubourg Saint-Martin, 75010 Paris, France",3.1,209,ChIJMygQwEdv5kcR9P2hap-jV0k,48.8824948,2.3671142
Nawab kebab,"98 Rue d'Avron, 75020 Paris, France",3.2,161,ChIJFfEBekdz5kcRP5Y3ZhueE-E,48.85264859999999,2.4063431
New Antalya,"24 Rue Saint-Séverin, 75005 Paris, France",4.0,748,ChIJ3fUFluBx5kcRSuE0h5SgB9A,48.8524628,2.3452496
New Delice's,"135 Rue Michel Ange, 75116 Paris, France",3.9,621,ChIJ1zHvFb565kcRAnzPJiqAjHo,48.8388108,2.2576646
New Delice's,"41 Rue des Belles Feuilles, 75016 Paris, France",3.6,361,ChIJrQE91vlv5kcREQMvxlqUohA,48.8674332,2.2813713
Noor,"12 Bd de Clichy, 75018 Paris, France",2.9,85,ChIJRynUN4Vv5kcRV2gCBi0i_to,48.8824151,2.3385393
O'Grill,"48 Av. de Fontainebleau, 94270 Le Kremlin-Bicêtre, France",4.2,336,ChIJn8QDQoFx5kcRtEw9_TjwQKI,48.8129488,2.36112
O'Zaman,"20 Av. de Fontainebleau, 94270 Le Kremlin-Bicêtre, France",4.4,1476,ChIJtf9Odn9x5kcRDYqrQ0-cabE,48.81482090000001,2.3605299
O'paname Kebab,"10 Rue d'Anjou, 92600 Asnières-sur-Seine, France",4.3,315,ChIJaxU6JzRv5kcRskYJEeXTEPE,48.9055426,2.283096
Orient dürüm,"4 Rue Mathis, 75019 Paris, France",4.9,160,ChIJ6VnuT8dt5kcRkfcwadJW2qY,48.8907332,2.3762333
Osnack kebab Belleville,"155 Rue de Belleville, 75019 Paris, France",4.6,57,ChIJq0SXAcBt5kcRGP7JHx9jW9M,48.8755343,2.3908271
Ozlem,"57 R. des Petites Écuries, 75010 Paris, France",4.5,1128,ChIJQe37ABVu5kcREEJIS8-mWi0,48.8739054,2.3485431
O’Nan Kebab,"39 Av. de Clichy, 75017 Paris, France",3.8,312,ChIJf6oeXU1u5kcR9ZrTTBHmEno,48.88636409999999,2.3257797
O’berlinois,"165 Av. Victor Hugo, 75116 Paris, France",4.5,539,ChIJv-oAvMxv5kcRO_ox8mJixTQ,48.8663594,2.2778484
PARIS-BERLIN le kebab qui vient de l’est,"1 Rue de Budapest, 75009 Paris, France",4.7,337,ChIJdwazmn5v5kcRxyybhHJmf6k,48.8759558,2.3276223
Palm pizza kazarta,"34 Av. du Général de Gaulle, 94500 Champigny-sur-Marne, France",4.1,140,ChIJv6imLAUN5kcR0xDtNbaMhoE,48.8209591,2.4878637
Paristanbul,"116 Rue du Faubourg Saint-Martin, 75010 Paris, France",4.8,981,ChIJJVLNQ-xv5kcRiK7ndCOJ22A,48.8739776,2.3586122
Paristanbul - Montmartre - Berliner,"47 Rue de Clignancourt, 75018 Paris, France",4.6,155,ChIJVxav_mdu5kcRRv4Iown--_c,48.88667,2.3475006
Pedra Alta Bercy,"13 Pl. Lachambeaudie, 75012 Paris, France",3.8,3303,ChIJTcJSNhVy5kcR4Q3vxdk9JKA,48.8366742,2.3872837
Pizza Grill Istanbul,"66 Rue du Faubourg Saint-Denis, 75010 Paris, France",4.4,1470,ChIJgZ2dSxJu5kcRPYUHtpkb6AY,48.8726101,2.3545454
Pizza kebab istanbul,"221 Rue de Brément, 93130 Noisy-le-Sec, France",4.2,189,ChIJKR6YktAS5kcRGIRGyiDTqcM,48.8870406,2.4695295
Planet Food,"138 Av. du Général Leclerc, 75014 Paris, France",3.4,334,ChIJB7Pgha5x5kcR5wNsIJ2IL6I,48.8236281,2.325413
RESTAURANT CHEZ VOUS - Spécialités Turques,"8 R. des Petites Écuries, 75010 Paris, France",3.6,8,ChIJAQCErxNu5kcR4qXQuY1Z5Xo,48.8731366,2.3536293
ROOTS OF BERLIN Berliner kebab,"21 Bd Soult, 75012 Paris, France",5.0,97,ChIJC_OIh0Nz5kcRO38k6j9-x5c,48.8368584,2.4075586
Rapido Legendre,"58 Rue Legendre, 75017 Paris, France",3.8,87,ChIJlxCRsrFv5kcRcYW4Iouxnoc,48.8851208,2.3160377
Restaurant * Saray * Istanbul,"33 Av. Corentin Cariou, 75019 Paris, France",4.0,530,ChIJ1d5GGzNs5kcR8QdZArdV3qQ,48.8974542,2.3850069
Restaurant ADANA Spécialités turques,"197 Rue de Crimée, 75019 Paris, France",4.5,580,ChIJS8Ab-dNt5kcRcNQC9wpuKv8,48.89129459999999,2.3758575
Restaurant Adana,"168 Av. de Clichy, 75017 Paris, France",4.2,433,ChIJX5RBS6lv5kcR6J79oSBjh0s,48.8919879,2.3181101
Restaurant Amigo Arkadas,"134 Av. de Saint-Ouen, 75018 Paris, France",4.0,149,ChIJIzfvmlVu5kcR7tG-IkKWGgk,48.8960971,2.3286596
Restaurant Anatolie,"70 Av. de Clichy, 75017 Paris, France",4.2,186,ChIJE7gZt1Ju5kcRJfK6nKgrsFQ,48.8878782,2.3251149
Restaurant Antalya,"284 Rue de Charenton, 75012 Paris, France",4.6,420,ChIJd5rcampy5kcRe_LW3BnEyUo,48.8362469,2.3919015
Restaurant Beyti Villejuif,"Restaurant Beyti, 4 Av. de Stalingrad, 94800 Villejuif, France",4.1,449,ChIJZ4x8huNz5kcRlM2JHu5_NCU,48.7883169,2.3665747
Restaurant Bodrum Gare de Lyon,"1Rue Abel, Rue Abel, 75012 Paris, France",4.5,532,ChIJYxM62ARy5kcR6Xa-ZR88e5U,48.8461838,2.3743801
Restaurant Bolivar Specialites Turques,"123 Av. Simon Bolivar, 75019 Paris, France",4.7,154,ChIJx6O4s95t5kcR3OFW4g4CscA,48.8806466,2.3738312
Restaurant Delena Delices D'anatolie Specialites Turques,"56 Bd de Magenta, 75010 Paris, France",4.4,47,ChIJc37PoA1u5kcRsF49pr0HgCY,48.87346180000001,2.3588552
Restaurant Derya,"16 Rue du Faubourg Saint-Denis, 75010 Paris, France",4.4,1295,ChIJg8kIZRFu5kcRZXveIFnMU78,48.8706115,2.3532424
Restaurant Dijle Bobigny,"21 Av. Edouard Vaillant, 93000 Bobigny, France",4.4,102,ChIJw9pmON4T5kcReG87uIM67oI,48.9072662,2.4688551
Restaurant Elite,"23 Rue de Bagnolet, 75020 Paris, France",4.1,35,ChIJB3A0kYlt5kcRWArdH3viR5A,48.8568376,2.3961606
Restaurant Ella,"14 Rue du Faubourg Saint-Denis, 75010 Paris, France",4.4,1590,ChIJL1hxbxFu5kcRhiCEslgF_0E,48.8704505,2.3531595
Restaurant GAP,"147 Av. d'Italie, 75013 Paris, France",4.0,368,ChIJXRg7SYFx5kcRV3c0ntnq9Lw,48.8202551,2.3594205
Restaurant Galatasaray,"75020 Paris, France",4.2,140,ChIJfQQHvH9y5kcRdW50T1S9TY8,48.85328879999999,2.4099141
Restaurant Gap,"34 Rue Gabriel Péri, 92300 Levallois-Perret, France",4.2,548,ChIJNwJ-9IRv5kcRgxIFMRBB5K0,48.8911998,2.2886433
Restaurant Istanbul,"37 Rue Linné, 75005 Paris, France",4.3,227,ChIJt5zP-O9x5kcRi8gw7Q2DHAw,48.8458854,2.3544435
Restaurant Istanbul,"66 Rue Mouffetard, 75005 Paris, France",2.8,234,ChIJtZftz-5x5kcRD89qNYCZhZ0,48.8428471,2.3495955
Restaurant Istanbul,"69 Av. de Clichy, 75017 Paris, France",4.3,54,ChIJRRZ1zttv5kcRYLghF62BXAk,48.8877188,2.3249168
Restaurant Istanbul,"102 Av. Georges Gosnat, 94200 Ivry-sur-Seine, France",3.9,378,ChIJT_iMaspz5kcRzU-PbdaLrjo,48.8116364,2.3843442
Restaurant Istanbul,"157 Rue St Charles, 75015 Paris, France",4.5,19,ChIJMT6eOX5x5kcRNiJn1COeu9w,48.8423281,2.2819272
Restaurant Kebab ayasofya,"9B Rue Michel Chasles, 75012 Paris, France",4.4,188,ChIJdTkp7wRy5kcRy_81LQmr9T8,48.8471297,2.3737167
Restaurant La Goulette,"59 Rue de la Verrerie, 75004 Paris, France",3.5,299,ChIJo2htsR1u5kcRVnpzfHexqq0,48.8579097,2.352767
Restaurant La Paix,"14 Rue d'Odessa, 75014 Paris, France",4.3,1025,ChIJj7QvcMxx5kcRs85L8Pcdqvg,48.8423015,2.3242934
Restaurant Le Pacha,"57 Av. de la Division Leclerc, 93350 Le Bourget, France",4.7,1576,ChIJpwgIGYJs5kcRQcikLGdF3Ac,48.93411740000001,2.4247619
Restaurant Les 3 Atlas,"121 Rue Armand Silvestre, 92400 Courbevoie, France",3.7,481,ChIJNeRApoRl5kcRYh7SzBrK8xU,48.9032704,2.2703745
Restaurant Numidia,"126 Rue d'Avron, 75020 Paris, France",4.5,8011,ChIJn6ZRD39y5kcRaZxHi1yW7zM,48.8530305,2.4084808
Restaurant Paris Istanbul,"6 Rue Caulaincourt, 75018 Paris, France",4.5,228,ChIJ4Q_hcE5u5kcR4gLAexJCAhs,48.8849811,2.3304144
Restaurant Sancak,"39 Rue du Faubourg Saint-Denis, 75010 Paris, France",4.2,284,ChIJnbE52BNu5kcRe325XQJHphM,48.8712631,2.3533318
Restaurant Sibel,"59 Rue Raymond Losserand, 75014 Paris, France",4.3,300,ChIJvbRm2Upw5kcRU95g7_Gping,48.8344579,2.3192381
Restaurant le 129,"129bis Rue Gabriel Péri, 93200 Saint-Denis, France",4.6,3791,ChIJp-i48ktp5kcRk-2c6FW4q9k,48.9404134,2.3564113
Restaurante Paris-Istanbul,"80 Av. Danielle Casanova, 94200 Ivry-sur-Seine, France",3.7,43,ChIJCdW9kjRy5kcRaNNtR0qbyBY,48.8170367,2.3817896
Restauration Délices Spécialités Turques,"9 Rue du Faubourg Saint-Denis, 75010 Paris, France",3.8,147,ChIJWQhoCVxv5kcRpz2GkIE1FJk,48.8701792,2.3527912
Royal Kebab & Tacos,"7 Rue de Chabrol, 75010 Paris, France",3.5,157,ChIJlWe36-hv5kcRa5xsX4pePCY,48.8765067,2.3553179
Sandwich Kebab,"1 Bd de Denain, 75010 Paris, France",3.9,41,ChIJH0aCkIhv5kcRJGz28t61mpU,48.87904409999999,2.3540495
Schön Dürüm,"21 Rue Montorgueil, 75001 Paris, France",4.7,1199,ChIJ5U9o7FNv5kcR738hLhZL8Tk,48.8640405,2.3463935
Sefa Antalya,"74 Bd Diderot, 75012 Paris, France",4.2,258,ChIJ8_4vbQ5y5kcRscRB_oRutIk,48.8466688,2.3822223
Shawarmas house,"96 Rue du Poteau, 75018 Paris, France",4.5,37,ChIJqwTFUQBv5kcRnyRom-PbW3w,48.8971317,2.3382246
Sizin,"47 Rue Saint-Georges, 75009 Paris, France",4.5,682,ChIJ1WpGokdu5kcRPmz0mSchFwg,48.8777943,2.3372809
Sizin République,"36 Rue du Faubourg du Temple, 75011 Paris, France",4.5,235,ChIJQ_yXcOJt5kcRShVtXdINy3E,48.869032,2.3684056
Smash.B Élysée,"37 bis Rue de Ponthieu, 75008 Paris, France",4.5,591,ChIJ4RF1Lq1v5kcRuYM8jvUA7pE,48.8712908,2.3075469
So good (حلال),"32 Rue Frémicourt, 75015 Paris, France",4.5,612,ChIJIUYAsSJw5kcRI52kFUboIG8,48.8475318,2.2997037
Sofra,"91 Av. Édouard Vaillant, 92100 Boulogne-Billancourt, France",4.3,572,ChIJ1aCRPul65kcRSxLDTIAFsuM,48.8340778,2.2455467
Specialites Turques,"21 Rue Villeneuve, 92110 Clichy, France",4.2,18,ChIJq151oppv5kcRBtfmJ7UONdc,48.9040604,2.3068943
Specialités Traiteur Turc Turkuaz,"161 Rue de Rome, 75017 Paris, France",4.4,178,ChIJ__gMILBv5kcRYdDhzDWyrWk,48.8869832,2.3147274
Sultan Kebab,"132 Av. de Verdun, 92130 Issy-les-Moulineaux, France",4.1,558,ChIJA_GsK4p65kcRGb3KaG-O-Ok,48.8200995,2.2571354
Sürpriz,"5 Rue de la Roquette, 75011 Paris, France",4.7,183,ChIJDXSV0PFz5kcRAFPl4hedFFU,48.8539007,2.3707264
Sürpriz,"110 Rue Oberkampf, 75011 Paris, France",4.7,1845,ChIJS3pDR-9t5kcRMc9G7WPYbCA,48.86596,2.3790803
Sürpriz,"28 Rue Pierre Fontaine, 75009 Paris, France",4.9,98,ChIJ91OJTBRv5kcRkQLUmK35iLs,48.8823628,2.3337968
Sürpriz - Berliner Kebab,"28 Boulevard St Denis, 75010 Paris, France",4.5,1129,ChIJI_kr0bxv5kcR6BSfN9996E8,48.8698845,2.352976
T9 Foodies & Grill,"42 Av. Henri Barbusse, 94400 Vitry-sur-Seine, France",4.4,214,ChIJma2vCCNz5kcRJHwwMcQUx9c,48.7928624,2.3892762
TOUR FOOD,"24 Av. de Tourville, 75007 Paris, France",3.9,793,ChIJMTts4yZw5kcRuIF64ALQar0,48.8542579,2.3069844
Tacos Royal,"20 Rue Eugène Varlin, 75010 Paris, France",4.7,24,ChIJibqqsj9v5kcRxoccBDSDPXI,48.8789475,2.3636821
Turbigo Sandwich,"18 R. de Turbigo, 75002 Paris, France",3.5,152,ChIJYauphhlu5kcREzG0hR6pnJA,48.8640146,2.350319
Turkish pizza,"48 bis Rue du Faubourg Saint-Denis, 75010 Paris, France",4.7,950,ChIJESfhgyRv5kcROVipoQYeB4E,48.8718075,2.3539684
Unik Berliner - Paris Châtelet,"11 Rue de la Ferronnerie, 75001 Paris, France",4.8,299,ChIJ-0-6JkNv5kcRL12pd962ZIM,48.8601689,2.3476766
Usta,"100 Av. du Général Leclerc, 92100 Boulogne-Billancourt, France",4.1,1471,ChIJq6p-meN65kcRuz-q-o3PxyE,48.83116889999999,2.2347471
Va te faire food,"58 Blvd Marguerite de Rochechouart, 75018 Paris, France",4.6,424,ChIJI7UujsRv5kcRATZ9iNLc85I,48.8832897,2.3451744
Vegan Berliner House | Kebab Vegan,"26 Rue Sainte-Foy, 75002 Paris, France",4.3,42,ChIJBaT7vxVv5kcRb-GoQpDMSXE,48.8688058,2.3518026
Vincennes Food,"20 Av. de Paris, 94300 Vincennes, France",3.5,119,ChIJXVJu19Zz5kcRdLcx8HrY7jw,48.84499640000001,2.4359081
Welcome to Istanbul,"4 Rue du Petit Pont, 75005 Paris, France",4.2,1114,ChIJ9x4q5uBx5kcRGHyOx2QdIko,48.85258899999999,2.3463492
ZARA,"28 Av. de Fontainebleau, 94270 Le Kremlin-Bicêtre, France",4.0,386,ChIJwcFXDH9x5kcRExvWcf2vfmo,48.8143124,2.3606723
Zagros,"58 Bd de Ménilmontant, 75020 Paris, France",4.4,422,ChIJ29sHWvJt5kcRewfa-8e6oSk,48.8636804,2.3871173
Zelal,"152 Av. de Clichy, 75017 Paris, France",4.2,782,ChIJga27Haxv5kcRKoMYoCyib_g,48.8912313,2.3193961
« Urfa Dürüm 2 »,"10 Rue du Faubourg Saint-Denis, 75010 Paris, France",4.0,29,ChIJPaH9LgBv5kcRnzefU30rLQQ,48.870251,2.3530146
Élysées Istanbul,"19 Rue de Berri, 75008 Paris, France",4.3,1496,ChIJVVUJb8Fv5kcR5jAi5KjtaS8,48.8727131,2.3045139
Élysées Ottoman,"70 Rue de Ponthieu, 75008 Paris, France",4.1,2211,ChIJVwk8YcFv5kcRQeUuzG1lqDc,48.87232909999999,2.3047689
"Турски ресторант ""Кападокия""","17 Rue de Lyon, 75012 Paris, France",4.0,262,ChIJO9H4YANy5kcROqGgHv-XFhQ,48.84705899999999,2.3715937
